5.023078951391972766e-05 -1.363985575019283621e-07
5.069556928683388889e-05 -1.414031961028615721e-07
5.116464961403767209e-05 -1.465968878574309776e-07
5.163807028806978715e-05 -1.519839642478919424e-07
5.211587146966517408e-05 -1.575593363467884866e-07
5.259809369116105792e-05 -1.633410557645226681e-07
5.308477785993620074e-05 -1.693357644420970340e-07
5.357596526188023334e-05 -1.755516477105852561e-07
5.407169756489686838e-05 -1.819907275774871256e-07
5.457201682243774209e-05 -1.886647197192639981e-07
5.507696547707072019e-05 -1.955922499764988879e-07
5.558658636407947621e-05 -2.027687676542562515e-07
5.610092271509814368e-05 -2.102085978229117456e-07
5.662001816177776272e-05 -2.179200058292410468e-07
5.714391673948855254e-05 -2.259078773576609234e-07
5.767266289105452040e-05 -2.341930318516554092e-07
5.820630147052453362e-05 -2.427773996295087939e-07
5.874487774697638518e-05 -2.516790201118293459e-07
5.928843740835797296e-05 -2.608962666997523617e-07
5.983702656536208243e-05 -2.704666320550436132e-07
6.039069175533898090e-05 -2.803801089737535707e-07
6.094947994624323197e-05 -2.906560333178758407e-07
6.151343854061905325e-05 -3.013097350699320272e-07
6.208261537962046349e-05 -3.123470612140280144e-07
6.265705874707077272e-05 -3.237882357583246354e-07
6.323681737355747149e-05 -3.356487232094017824e-07
6.382194044056716117e-05 -3.479337165081246354e-07
6.441247758465660166e-05 -3.606760379958207381e-07
6.500847890166448447e-05 -3.738800929829663560e-07
6.560999495096006865e-05 -3.875531188869972661e-07
6.621707675973320618e-05 -4.017320747324117514e-07
6.682977582732201624e-05 -4.164273192450488482e-07
6.744814412958265366e-05 -4.316640029836874202e-07
6.807223412329740388e-05 -4.474446363399467444e-07
6.870209875062573948e-05 -4.638137986930722502e-07
6.933779144359432660e-05 -4.807680597294138295e-07
6.997936612863088740e-05 -4.983332998823812656e-07
7.062687723113762230e-05 -5.165380511246627250e-07
7.128037968010938271e-05 -5.354232280413706469e-07
7.193992891279217604e-05 -5.549767430104874338e-07
7.260558087938708525e-05 -5.752412047346544206e-07
7.327739204779548296e-05 -5.962341643649073555e-07
7.395541940841035122e-05 -6.179968069643292320e-07
7.463972047894970900e-05 -6.405353046720139198e-07
7.533035330933708054e-05 -6.638886915005134235e-07
7.602737648662468122e-05 -6.880958157887997366e-07
7.673084913996470135e-05 -7.131773980513718819e-07
7.744083094562397159e-05 -7.391614615106287452e-07
7.815738213204768861e-05 -7.660743224001011856e-07
7.888056348496733539e-05 -7.939535988787542925e-07
7.961043635255848851e-05 -8.228476987634611831e-07
8.034706265064376881e-05 -8.527773310986479418e-07
8.109050486794647857e-05 -8.837905617465693058e-07
8.184082607139033080e-05 -9.159089999967106793e-07
8.259808991145073235e-05 -9.491989009565947362e-07
8.336236062755304006e-05 -9.836754766257138045e-07
8.413370305352336012e-05 -1.019392667795362360e-06
8.491218262308711999e-05 -1.056389452672501831e-06
8.569786537542125422e-05 -1.094714723540363418e-06
8.649081796075497601e-05 -1.134411682223099285e-06
8.729110764602517904e-05 -1.175525043147596242e-06
8.809880232058136021e-05 -1.218111719761692772e-06
8.891397050194612133e-05 -1.262216125051670394e-06
8.973668134162622167e-05 -1.307892131597837279e-06
9.056700463098011755e-05 -1.355214724724722032e-06
9.140501080713702852e-05 -1.404209213547334588e-06
9.225077095897366963e-05 -1.454961342464554159e-06
9.310435683314326931e-05 -1.507511689307436660e-06
9.396584084016341878e-05 -1.561944863311073307e-06
9.483529606055720999e-05 -1.618294968110255727e-06
9.571279625105427573e-05 -1.676645500940188417e-06
9.659841585084609408e-05 -1.737086395648897063e-06
9.749222998790226565e-05 -1.799658529378527292e-06
9.839431448534213939e-05 -1.864441402657779252e-06
9.930474586786856308e-05 -1.931515260037495539e-06
1.002236013682579583e-04 -2.000949271264393165e-06
1.011509589339134820e-04 -2.072853937293194708e-06
1.020868972334763565e-04 -2.147278542689841049e-06
1.030314956634999056e-04 -2.224317423004600472e-06
1.039848343551846730e-04 -2.304073120271034873e-06
1.049469941811760989e-04 -2.386622413921216553e-06
1.059180567624249856e-04 -2.472048112211999050e-06
1.068981044751114967e-04 -2.560504704900434142e-06
1.078872204576332200e-04 -2.652010834933436975e-06
